"","NAME","UNIPROT_ID","UNIPROT_GENE_NAME","DESCRIPTION","LINK"
"684","Q7Z5K2","WAPL_HUMAN","WAPL","Wings apart-like protein homolog","https://www.uniprot.org/uniprot/Q7Z5K2"
"685","Q7Z6Z7","HUWE1_HUMAN","HUWE1","E3 ubiquitin-protein ligase HUWE1","https://www.uniprot.org/uniprot/Q7Z6Z7"
"686","Q7Z794","K2C1B_HUMAN","KRT77","Keratin, type II cytoskeletal 1b","https://www.uniprot.org/uniprot/Q7Z794"
"687","Q7Z7A1","CNTRL_HUMAN","CNTRL","Centriolin","https://www.uniprot.org/uniprot/Q7Z7A1"
"688","Q86T96","RN180_HUMAN","RNF180","E3 ubiquitin-protein ligase RNF180","https://www.uniprot.org/uniprot/Q86T96"
"689","Q86UP2","KTN1_HUMAN","KTN1","Kinectin","https://www.uniprot.org/uniprot/Q86UP2"
"690","Q8IVF5","TIAM2_HUMAN","TIAM2","T-lymphoma invasion and metastasis-inducing protein 2","https://www.uniprot.org/uniprot/Q8IVF5"
"691","Q8IXH8","CAD26_HUMAN","CDH26","Cadherin-like protein 26","https://www.uniprot.org/uniprot/Q8IXH8"
"692","Q8N3L3","TXLNB_HUMAN","TXLNB","Beta-taxilin","https://www.uniprot.org/uniprot/Q8N3L3"
"693","Q8N7B6","PACRL_HUMAN","PACRGL","PACRG-like protein","https://www.uniprot.org/uniprot/Q8N7B6"
"694","Q8N9L9","ACOT4_HUMAN","ACOT4","Peroxisomal succinyl-coenzyme A thioesterase","https://www.uniprot.org/uniprot/Q8N9L9"
"695","Q8N9W4","GG6L2_HUMAN","GOLGA6L2","Golgin subfamily A member 6-like protein 2","https://www.uniprot.org/uniprot/Q8N9W4"
"696","Q8NDH2","CC168_HUMAN","CCDC168","Coiled-coil domain-containing protein 168","https://www.uniprot.org/uniprot/Q8NDH2"
"697","Q8NEZ4","KMT2C_HUMAN","KMT2C","Histone-lysine N-methyltransferase 2C","https://www.uniprot.org/uniprot/Q8NEZ4"
"698","Q8NF91","SYNE1_HUMAN","SYNE1","Nesprin-1","https://www.uniprot.org/uniprot/Q8NF91"
"699","Q8TAL5","CI043_HUMAN","C9orf43","Uncharacterized protein C9orf43","https://www.uniprot.org/uniprot/Q8TAL5"
"700","Q8TE73","DYH5_HUMAN","DNAH5","Dynein heavy chain 5, axonemal","https://www.uniprot.org/uniprot/Q8TE73"
"701","Q8TEL6","TP4AP_HUMAN","TRPC4AP","Short transient receptor potential channel 4-associated protein","https://www.uniprot.org/uniprot/Q8TEL6"
"702","Q8WWZ7","ABCA5_HUMAN","ABCA5","ATP-binding cassette sub-family A member 5","https://www.uniprot.org/uniprot/Q8WWZ7"
"703","Q8WXH0","SYNE2_HUMAN","SYNE2","Nesprin-2","https://www.uniprot.org/uniprot/Q8WXH0"
"704","Q8WZ42","TITIN_HUMAN","TTN","Titin","https://www.uniprot.org/uniprot/Q8WZ42"
"705","Q92736","RYR2_HUMAN","RYR2","Ryanodine receptor 2","https://www.uniprot.org/uniprot/Q92736"
"706","Q92954","PRG4_HUMAN","PRG4","Proteoglycan 4","https://www.uniprot.org/uniprot/Q92954"
"707","Q96IY4","CBPB2_HUMAN","CPB2","Carboxypeptidase B2","https://www.uniprot.org/uniprot/Q96IY4"
"708","Q96LP6","CL042_HUMAN","C12orf42","Uncharacterized protein C12orf42","https://www.uniprot.org/uniprot/Q96LP6"
"709","Q96MT8","CEP63_HUMAN","CEP63","Centrosomal protein of 63 kDa","https://www.uniprot.org/uniprot/Q96MT8"
"710","Q96PD5","PGRP2_HUMAN","PGLYRP2","N-acetylmuramoyl-L-alanine amidase","https://www.uniprot.org/uniprot/Q96PD5"
"711","Q96PV0","SYGP1_HUMAN","SYNGAP1","Ras/Rap GTPase-activating protein SynGAP","https://www.uniprot.org/uniprot/Q96PV0"
"712","Q99996","AKAP9_HUMAN","AKAP9","A-kinase anchor protein 9","https://www.uniprot.org/uniprot/Q99996"
"713","Q9BXT4","TDRD1_HUMAN","TDRD1","Tudor domain-containing protein 1","https://www.uniprot.org/uniprot/Q9BXT4"
"714","Q9BYK8","HELZ2_HUMAN","HELZ2","Helicase with zinc finger domain 2","https://www.uniprot.org/uniprot/Q9BYK8"
"715","Q9H095","DRC9_HUMAN","IQCG","Dynein regulatory complex protein 9","https://www.uniprot.org/uniprot/Q9H095"
"716","Q9H257","CARD9_HUMAN","CARD9","Caspase recruitment domain-containing protein 9","https://www.uniprot.org/uniprot/Q9H257"
"717","Q9H6T3","RPAP3_HUMAN","RPAP3","RNA polymerase II-associated protein 3","https://www.uniprot.org/uniprot/Q9H6T3"
"718","Q9HBL0","TENS1_HUMAN","TNS1","Tensin-1","https://www.uniprot.org/uniprot/Q9HBL0"
"719","Q9HC96","CAN10_HUMAN","CAPN10","Calpain-10","https://www.uniprot.org/uniprot/Q9HC96"
"720","Q9HDC9","APMAP_HUMAN","APMAP","Adipocyte plasma membrane-associated protein","https://www.uniprot.org/uniprot/Q9HDC9"
"721","Q9NPH3","IL1AP_HUMAN","IL1RAP","Interleukin-1 receptor accessory protein","https://www.uniprot.org/uniprot/Q9NPH3"
"722","Q9NZP8","C1RL_HUMAN","C1RL","Complement C1r subcomponent-like protein","https://www.uniprot.org/uniprot/Q9NZP8"
"723","Q9UGM5","FETUB_HUMAN","FETUB","Fetuin-B","https://www.uniprot.org/uniprot/Q9UGM5"
"724","Q9UMX0","UBQL1_HUMAN","UBQLN1","Ubiquilin-1","https://www.uniprot.org/uniprot/Q9UMX0"
"725","Q9UPN9","TRI33_HUMAN","TRIM33","E3 ubiquitin-protein ligase TRIM33","https://www.uniprot.org/uniprot/Q9UPN9"
"726","Q9UPS8","ANR26_HUMAN","ANKRD26","Ankyrin repeat domain-containing protein 26","https://www.uniprot.org/uniprot/Q9UPS8"
"727","Q9UQE7","SMC3_HUMAN","SMC3","Structural maintenance of chromosomes protein 3","https://www.uniprot.org/uniprot/Q9UQE7"
"728","Q9Y228","T3JAM_HUMAN","TRAF3IP3","TRAF3-interacting JNK-activating modulator","https://www.uniprot.org/uniprot/Q9Y228"
"729","Q9Y4D8","HECD4_HUMAN","HECTD4","Probable E3 ubiquitin-protein ligase HECTD4","https://www.uniprot.org/uniprot/Q9Y4D8"
"730","A0A075B6H7","KV37_HUMAN","IGKV3-7","Probable non-functional immunoglobulin kappa variable 3-7","https://www.uniprot.org/uniprot/A0A075B6H7"
"731","A0A075B6H9","LV469_HUMAN","IGLV4-69","Immunoglobulin lambda variable 4-69","https://www.uniprot.org/uniprot/A0A075B6H9"
"732","A0A075B6I0","LV861_HUMAN","IGLV8-61","Immunoglobulin lambda variable 8-61","https://www.uniprot.org/uniprot/A0A075B6I0"
"733","A0A075B6I4","LVX54_HUMAN","IGLV10-54","Immunoglobulin lambda variable 10-54","https://www.uniprot.org/uniprot/A0A075B6I4"
"734","A0A075B6I9","LV746_HUMAN","IGLV7-46","Immunoglobulin lambda variable 7-46","https://www.uniprot.org/uniprot/A0A075B6I9"
"735","A0A075B6J2","LV233_HUMAN","IGLV2-33","Probable non-functional immunoglobulin lambda variable 2-33","https://www.uniprot.org/uniprot/A0A075B6J2"
"736","A0A075B6J9","LV218_HUMAN","IGLV2-18","Immunoglobulin lambda variable 2-18","https://www.uniprot.org/uniprot/A0A075B6J9"
"737","A0A075B6K4","LV310_HUMAN","IGLV3-10","Immunoglobulin lambda variable 3-10","https://www.uniprot.org/uniprot/A0A075B6K4"
"738","A0A075B6K5","LV39_HUMAN","IGLV3-9","Immunoglobulin lambda variable 3-9","https://www.uniprot.org/uniprot/A0A075B6K5"
"739","A0A087WSX0","LV545_HUMAN","IGLV5-45","Immunoglobulin lambda variable 5-45","https://www.uniprot.org/uniprot/A0A087WSX0"
"740","A0A087WSY6","KVD15_HUMAN","IGKV3D-15","Immunoglobulin kappa variable 3D-15","https://www.uniprot.org/uniprot/A0A087WSY6"
"741","A0A0A0MRZ8","KVD11_HUMAN","IGKV3D-11","Immunoglobulin kappa variable 3D-11","https://www.uniprot.org/uniprot/A0A0A0MRZ8"
"742","A0A0A0MS15","HV349_HUMAN","IGHV3-49","Immunoglobulin heavy variable 3-49","https://www.uniprot.org/uniprot/A0A0A0MS15"
"743","A0A0A0MT36","KVD21_HUMAN","IGKV6D-21","Immunoglobulin kappa variable 6D-21","https://www.uniprot.org/uniprot/A0A0A0MT36"
"744","A0A0B4J1V0","HV315_HUMAN","IGHV3-15","Immunoglobulin heavy variable 3-15","https://www.uniprot.org/uniprot/A0A0B4J1V0"
"745","A0A0B4J1V2","HV226_HUMAN","IGHV2-26","Immunoglobulin heavy variable 2-26","https://www.uniprot.org/uniprot/A0A0B4J1V2"
"746","A0A0B4J1X5","HV374_HUMAN","IGHV3-74","Immunoglobulin heavy variable 3-74","https://www.uniprot.org/uniprot/A0A0B4J1X5"
"747","A0A0B4J1Y9","HV372_HUMAN","IGHV3-72","Immunoglobulin heavy variable 3-72","https://www.uniprot.org/uniprot/A0A0B4J1Y9"
"748","A0A0B4J2D9","KVD13_HUMAN","IGKV1D-13","Immunoglobulin kappa variable 1D-13","https://www.uniprot.org/uniprot/A0A0B4J2D9"
"749","A0A0C4DH25","KVD20_HUMAN","IGKV3D-20","Immunoglobulin kappa variable 3D-20","https://www.uniprot.org/uniprot/A0A0C4DH25"
"750","A0A0C4DH31","HV118_HUMAN","IGHV1-18","Immunoglobulin heavy variable 1-18","https://www.uniprot.org/uniprot/A0A0C4DH31"
"751","A0A0C4DH38","HV551_HUMAN","IGHV5-51","Immunoglobulin heavy variable 5-51","https://www.uniprot.org/uniprot/A0A0C4DH38"
"752","A0A0C4DH67","KV108_HUMAN","IGKV1-8","Immunoglobulin kappa variable 1-8","https://www.uniprot.org/uniprot/A0A0C4DH67"
"753","A0A0J9YXX1","HV5X1_HUMAN","IGHV5-10-1","Immunoglobulin heavy variable 5-10-1","https://www.uniprot.org/uniprot/A0A0J9YXX1"
"754","A0M8Q6","IGLC7_HUMAN","IGLC7","Immunoglobulin lambda constant 7","https://www.uniprot.org/uniprot/A0M8Q6"
"755","A3KMH1","VWA8_HUMAN","VWA8","von Willebrand factor A domain-containing protein 8","https://www.uniprot.org/uniprot/A3KMH1"
"756","A7E2F4","GOG8A_HUMAN","GOLGA8A","Golgin subfamily A member 8A","https://www.uniprot.org/uniprot/A7E2F4"
"757","A8K8P3","SFI1_HUMAN","SFI1","Protein SFI1 homolog","https://www.uniprot.org/uniprot/A8K8P3"
"758","B5MCY1","TDR15_HUMAN","TDRD15","Tudor domain-containing protein 15","https://www.uniprot.org/uniprot/B5MCY1"
"759","B9A064","IGLL5_HUMAN","IGLL5","Immunoglobulin lambda-like polypeptide 5","https://www.uniprot.org/uniprot/B9A064"
"760","O14776","TCRG1_HUMAN","TCERG1","Transcription elongation regulator 1","https://www.uniprot.org/uniprot/O14776"
"761","O14791","APOL1_HUMAN","APOL1","Apolipoprotein L1","https://www.uniprot.org/uniprot/O14791"
"762","O15049","N4BP3_HUMAN","N4BP3","NEDD4-binding protein 3","https://www.uniprot.org/uniprot/O15049"
"763","O15055","PER2_HUMAN","PER2","Period circadian protein homolog 2","https://www.uniprot.org/uniprot/O15055"
"764","O15131","IMA6_HUMAN","KPNA5","Importin subunit alpha-6","https://www.uniprot.org/uniprot/O15131"
"765","O43684","BUB3_HUMAN","BUB3","Mitotic checkpoint protein BUB3","https://www.uniprot.org/uniprot/O43684"
"766","O43866","CD5L_HUMAN","CD5L","CD5 antigen-like","https://www.uniprot.org/uniprot/O43866"
"767","O75116","ROCK2_HUMAN","ROCK2","Rho-associated protein kinase 2","https://www.uniprot.org/uniprot/O75116"
"768","O75636","FCN3_HUMAN","FCN3","Ficolin-3","https://www.uniprot.org/uniprot/O75636"
"769","O75882","ATRN_HUMAN","ATRN","Attractin","https://www.uniprot.org/uniprot/O75882"
"770","O75896","TUSC2_HUMAN","TUSC2","Tumor suppressor candidate 2","https://www.uniprot.org/uniprot/O75896"
"771","O95445","APOM_HUMAN","APOM","Apolipoprotein M","https://www.uniprot.org/uniprot/O95445"
"772","O95985","TOP3B_HUMAN","TOP3B","DNA topoisomerase 3-beta-1","https://www.uniprot.org/uniprot/O95985"
"773","P00441","SODC_HUMAN","SOD1","Superoxide dismutase [Cu-Zn]","https://www.uniprot.org/uniprot/P00441"
"774","P00450","CERU_HUMAN","CP","Ceruloplasmin","https://www.uniprot.org/uniprot/P00450"
"775","P00734","THRB_HUMAN","F2","Prothrombin","https://www.uniprot.org/uniprot/P00734"
"776","P00736","C1R_HUMAN","C1R","Complement C1r subcomponent","https://www.uniprot.org/uniprot/P00736"
"777","P00738","HPT_HUMAN","HP","Haptoglobin","https://www.uniprot.org/uniprot/P00738"
"778","P00739","HPTR_HUMAN","HPR","Haptoglobin-related protein","https://www.uniprot.org/uniprot/P00739"
"779","P00740","FA9_HUMAN","F9","Coagulation factor IX","https://www.uniprot.org/uniprot/P00740"
"780","P00746","CFAD_HUMAN","CFD","Complement factor D","https://www.uniprot.org/uniprot/P00746"
"781","P00747","PLMN_HUMAN","PLG","Plasminogen","https://www.uniprot.org/uniprot/P00747"
"782","P00748","FA12_HUMAN","F12","Coagulation factor XII","https://www.uniprot.org/uniprot/P00748"
"783","P00751","CFAB_HUMAN","CFB","Complement factor B","https://www.uniprot.org/uniprot/P00751"
"784","P00915","CAH1_HUMAN","CA1","Carbonic anhydrase 1","https://www.uniprot.org/uniprot/P00915"
"785","P01008","ANT3_HUMAN","SERPINC1","Antithrombin-III","https://www.uniprot.org/uniprot/P01008"
"786","P01009","A1AT_HUMAN","SERPINA1","Alpha-1-antitrypsin","https://www.uniprot.org/uniprot/P01009"
"787","P01011","AACT_HUMAN","SERPINA3","Alpha-1-antichymotrypsin","https://www.uniprot.org/uniprot/P01011"
"788","P01019","ANGT_HUMAN","AGT","Angiotensinogen","https://www.uniprot.org/uniprot/P01019"
"789","P01023","A2MG_HUMAN","A2M","Alpha-2-macroglobulin","https://www.uniprot.org/uniprot/P01023"
"790","P01024","CO3_HUMAN","C3","Complement C3","https://www.uniprot.org/uniprot/P01024"
"791","P01031","CO5_HUMAN","C5","Complement C5","https://www.uniprot.org/uniprot/P01031"
"792","P01034","CYTC_HUMAN","CST3","Cystatin-C","https://www.uniprot.org/uniprot/P01034"
"793","P01042","KNG1_HUMAN","KNG1","Kininogen-1","https://www.uniprot.org/uniprot/P01042"
"794","P01344","IGF2_HUMAN","IGF2","Insulin-like growth factor II","https://www.uniprot.org/uniprot/P01344"
"795","P01591","IGJ_HUMAN","JCHAIN","Immunoglobulin J chain","https://www.uniprot.org/uniprot/P01591"
"796","P01593","KVD33_HUMAN","IGKV1D-33","Immunoglobulin kappa variable 1D-33","https://www.uniprot.org/uniprot/P01593"
"797","P01594","KV133_HUMAN","IGKV1-33","Immunoglobulin kappa variable 1-33","https://www.uniprot.org/uniprot/P01594"
"798","P01599","KV117_HUMAN","IGKV1-17","Immunoglobulin kappa variable 1-17","https://www.uniprot.org/uniprot/P01599"
"799","P01602","KV105_HUMAN","IGKV1-5","Immunoglobulin kappa variable 1-5","https://www.uniprot.org/uniprot/P01602"
"800","P01611","KVD12_HUMAN","IGKV1D-12","Immunoglobulin kappa variable 1D-12","https://www.uniprot.org/uniprot/P01611"
"801","P01615","KVD28_HUMAN","IGKV2D-28","Immunoglobulin kappa variable 2D-28","https://www.uniprot.org/uniprot/P01615"
"802","P01619","KV320_HUMAN","IGKV3-20","Immunoglobulin kappa variable 3-20","https://www.uniprot.org/uniprot/P01619"
"803","P01699","LV144_HUMAN","IGLV1-44","Immunoglobulin lambda variable 1-44","https://www.uniprot.org/uniprot/P01699"
"804","P01700","LV147_HUMAN","IGLV1-47","Immunoglobulin lambda variable 1-47","https://www.uniprot.org/uniprot/P01700"
"805","P01701","LV151_HUMAN","IGLV1-51","Immunoglobulin lambda variable 1-51","https://www.uniprot.org/uniprot/P01701"
"806","P01703","LV140_HUMAN","IGLV1-40","Immunoglobulin lambda variable 1-40","https://www.uniprot.org/uniprot/P01703"
"807","P01704","LV214_HUMAN","IGLV2-14","Immunoglobulin lambda variable 2-14","https://www.uniprot.org/uniprot/P01704"
"808","P01705","LV223_HUMAN","IGLV2-23","Immunoglobulin lambda variable 2-23","https://www.uniprot.org/uniprot/P01705"
"809","P01706","LV211_HUMAN","IGLV2-11","Immunoglobulin lambda variable 2-11","https://www.uniprot.org/uniprot/P01706"
"810","P01709","LV208_HUMAN","IGLV2-8","Immunoglobulin lambda variable 2-8","https://www.uniprot.org/uniprot/P01709"
"811","P01714","LV319_HUMAN","IGLV3-19","Immunoglobulin lambda variable 3-19","https://www.uniprot.org/uniprot/P01714"
"812","P01717","LV325_HUMAN","IGLV3-25","Immunoglobulin lambda variable 3-25","https://www.uniprot.org/uniprot/P01717"
"813","P01718","LV327_HUMAN","IGLV3-27","Immunoglobulin lambda variable 3-27","https://www.uniprot.org/uniprot/P01718"
"814","P01742","HV169_HUMAN","IGHV1-69","Immunoglobulin heavy variable 1-69","https://www.uniprot.org/uniprot/P01742"
"815","P01762","HV311_HUMAN","IGHV3-11","Immunoglobulin heavy variable 3-11","https://www.uniprot.org/uniprot/P01762"
"816","P01764","HV323_HUMAN","IGHV3-23","Immunoglobulin heavy variable 3-23","https://www.uniprot.org/uniprot/P01764"
"817","P01766","HV313_HUMAN","IGHV3-13","Immunoglobulin heavy variable 3-13","https://www.uniprot.org/uniprot/P01766"
"818","P01780","HV307_HUMAN","IGHV3-7","Immunoglobulin heavy variable 3-7","https://www.uniprot.org/uniprot/P01780"
"819","P01814","HV270_HUMAN","IGHV2-70","Immunoglobulin heavy variable 2-70","https://www.uniprot.org/uniprot/P01814"
"820","P01834","IGKC_HUMAN","IGKC","Immunoglobulin kappa constant","https://www.uniprot.org/uniprot/P01834"
"821","P01857","IGHG1_HUMAN","IGHG1","Immunoglobulin heavy constant gamma 1","https://www.uniprot.org/uniprot/P01857"
"822","P01859","IGHG2_HUMAN","IGHG2","Immunoglobulin heavy constant gamma 2","https://www.uniprot.org/uniprot/P01859"
"823","P01860","IGHG3_HUMAN","IGHG3","Immunoglobulin heavy constant gamma 3","https://www.uniprot.org/uniprot/P01860"
"824","P01861","IGHG4_HUMAN","IGHG4","Immunoglobulin heavy constant gamma 4","https://www.uniprot.org/uniprot/P01861"
"825","P02042","HBD_HUMAN","HBD","Hemoglobin subunit delta","https://www.uniprot.org/uniprot/P02042"
"826","P02647","APOA1_HUMAN","APOA1","Apolipoprotein A-I","https://www.uniprot.org/uniprot/P02647"
"827","P02649","APOE_HUMAN","APOE","Apolipoprotein E","https://www.uniprot.org/uniprot/P02649"
"828","P02652","APOA2_HUMAN","APOA2","Apolipoprotein A-II","https://www.uniprot.org/uniprot/P02652"
"829","P02655","APOC2_HUMAN","APOC2","Apolipoprotein C-II","https://www.uniprot.org/uniprot/P02655"
"830","P02656","APOC3_HUMAN","APOC3","Apolipoprotein C-III","https://www.uniprot.org/uniprot/P02656"
"831","P02671","FIBA_HUMAN","FGA","Fibrinogen alpha chain","https://www.uniprot.org/uniprot/P02671"
"832","P02675","FIBB_HUMAN","FGB","Fibrinogen beta chain","https://www.uniprot.org/uniprot/P02675"
"833","P02679","FIBG_HUMAN","FGG","Fibrinogen gamma chain","https://www.uniprot.org/uniprot/P02679"
"834","P02741","CRP_HUMAN","CRP","C-reactive protein","https://www.uniprot.org/uniprot/P02741"
"835","P02743","SAMP_HUMAN","APCS","Serum amyloid P-component","https://www.uniprot.org/uniprot/P02743"
"836","P02746","C1QB_HUMAN","C1QB","Complement C1q subcomponent subunit B","https://www.uniprot.org/uniprot/P02746"
"837","P02747","C1QC_HUMAN","C1QC","Complement C1q subcomponent subunit C","https://www.uniprot.org/uniprot/P02747"
"838","P02748","CO9_HUMAN","C9","Complement component C9","https://www.uniprot.org/uniprot/P02748"
"839","P02749","APOH_HUMAN","APOH","Beta-2-glycoprotein 1","https://www.uniprot.org/uniprot/P02749"
"840","Q9Y5Y7","LYVE1_HUMAN","LYVE1","Lymphatic vessel endothelial hyaluronic acid receptor 1","https://www.uniprot.org/uniprot/Q9Y5Y7"
"841","Q9Y6R7","FCGBP_HUMAN","FCGBP","IgGFc-binding protein","https://www.uniprot.org/uniprot/Q9Y6R7"
